# BIG MARIO 
# idle right
10001	216	242	230	269	0
# walk
10002	255	243	271	270	0		
10003	295	243	311	270	0
# run faster
100030	213	323	232	350	0
100031	253	323	272	350	0
100032	293	323	312	350	0
# jump
10004	335	89	351	105	0
# turn left
10005	215	283	231	311	0
# kick left
10006	133	283	154	310	0
# hold koopa idle right
10007	331	323	345	350	0
# hold koopa walk right
10008	356	323	371	350	0
10009	381	323	396	350	0
# sit right
100010	376	248	390	266	0
# hold koopa jump right
100020	381	323	396	350	0
# idle left
10011	176	242	190	269	0
# walk
10012	135	243	151	270	0
10013	95	243	111	270	0
# run faster
100130	174	323	193	350	0
100131	134	323	153	350	0
100132	94	323	113	350	0
# jump
10014	55	89	71	105	0
# turn right
10015	175	283	191	311	0
# kick right
10016	252	283	273	310	0
# hold koopa idle left
10017	61	323	75	350	0
# hold koopa walk left
10018	35	323	50	350	0
10019	10	323	25	350	0
# sit left
100110	16	248	30	266	0
# hold koopa jump left
100120	10	323	25	350	0

# SMALL MARIO
# idle small right
10021	217	89	229	104	0
# walk right
10022	256	89	271	104	0
# run faster
100220	215	169	231	185	0
100221	255	169	271	185	0
# jump
10023	335	244	351	270	0
# turn left
10024	216	129	230	145	0
# kick left
10025	135	129	151	145	0
# hold koopa idle right
10026	336	169	350	185	0
# hold koopa walk right
10027	376	169	391	185	0
# hold koopa jump right
100210	376	169	391	185	0
# idle small left
10031	177	89	189	104	0
# walk left
10032	135	89	150	104	0
# run faster
100320	175	169	191	185	0
100321	135	169	151	185	0
# jump
10033	55	244	71	270	0
# turn right
10034	176	129	192	145	0
# kick right
10035	255	129	271	145	0
# hold koopa idle left
10036	56	169	70	185	0
# hold koopa walk left
10037	15	169	30	185	0
# hold koopa jump left
100310	15	169	30	185	0

# die 
10099	15	209	31	225	0

#MARIO (TAIL)
#idle tail right
10041	212	443	233	471	0
#walk tail right
10042	236	443	259	471	0
10043	262	443	284	471	0
10044	291	443	314	471	0
# run faster
100440	211	523	235	551	0
100441	251	523	275	551	0
100442	291	523	315	551	0
# jump
10045	331	443	354	470	0
# fly jump
100450	291	443	314	470	0
100451	211	603	234	630	0
100452	252	603	274	631	0
# fly
100453	371	603	395	630	0
100454	291	603	315	631	0
100455	331	603	355	630	0
# turn left
10046	215	482	231	512	0
# kick left
10047	137	483	159	511	0
# hold koopa idle right
10048	322	523	343	551	0
# hold koopa walk right
100490	351	523	373	551	0
100491	381	523	404	551	0
# sit right
100410	372	448	394	466	0
# hold koopa jump right
100420	381	523	404	550	0
#idle tail left
10051	173	443	194	471	0
#walk tail left
10052	147	443	170	471	0
10053	122	443	144	471	0
10054	92	443	115	471	0
# run faster
100540	171	523	195	551	0
100541	131	523	155	551	0
100542	91	523	115	551	0
# jump
10055	52	443	75	470	0
# fly jump
100550	92	443	115	470	0
100551	172	603	195	630	0
100552	132	603	154	630	0
# fly
100553	11	603	35	630	0
100554	91	603	115	631	0
100555	51	603	75	630	0
# turn right
10056	175	482	191	512	0
# kick right
10057	247	483	269	511	0
# hold koopa idle left
10058	63	523	84	551	0
# hold koopa walk left
100590	33	523	55	551	0
100591	2	523	25	551	0
# sit left
100510	12	448	34	466	0
# hold koopa jump left
100520	2	523	25	550	0
# spin
10198	355	483	371	511	0
10199	390	483	406	511	0

#MARIO (FIRE)
#idle fire right
10061	216	683	230	710	0
#walk fire right
10062	255	683	271	710	0
10063	295	683	311	710	0
# run faster
100630	213	763	232	790	0
100631	253	763	272	790	0
100632	293	763	312	790	0
#jump right
10064	335	684	351	710	0
#turn left
10065	215	723	231	751	0
# kick left
10066	133	723	154	750	0
# hold koopa idle right
10067	331	763	345	790	0
# hold koopa walk right
10068	356	763	371	790	0
10069	380	763	396	790	0
# sit right
100610	376	688	390	706	0
# hold koopa jump right
100620	380	764	396	790	0
#idle fire left
10071	176	683	190	710	0
#walk fire left
10072	135	683	151	710	0
10073	95	684	111	710	0
# run faster
100730	174	763	193	790	0
100731	134	763	153	790	0
100732	94	763	113	790	0
#jump left
10074	55	684	71	710	0
#turn right
10075	175	723	191	749	0
# kick right
10076	252	723	273	750	0
# hold koopa idle left
10077	61	763	75	790	0
# hold koopa walk left
10078	35	763	50	790	0
10079	10	763	26	790	0
# sit left
100710	16	688	30	704	0
# hold koopa jump left
100720	10	764	26	790	0

# fire right
10194	366	803	380	830	0
10195	386	803	400	830	0
# fire left
10196	26	803	40	830	0
10197	6	803	20	830	0
# fireball
101970	245	306	253	314	90
101971	255	305	263	314	90
101972	265	306	273	314	90
101973	275	306	283	315	90
